date,annualized_returns,cash,daily_pnl,daily_returns,market_value,static_unit_net_value,total_returns,total_value,unit_net_value,units
2007-10-17,0.563,1632.812,-6920.0,-0.002,2896020.0,2.905,1.898,2897652.812,2.898,1000000
2007-10-18,0.525,1632.812,-162620.0,-0.056,2733400.0,2.898,1.735,2735032.812,2.735,1000000
2007-10-19,0.529,1632.812,21452.0,0.008,2754852.0,2.735,1.756,2756484.812,2.756,1000000
2007-10-22,0.526,2751526.078,-4958.734,-0.002,0.0,2.756,1.752,2751526.078,2.752,1000000
2007-10-23,0.525,2751526.078,0.0,0.0,0.0,2.752,1.752,2751526.078,2.752,1000000
2007-10-24,0.524,-1114.274,-2200.352,-0.001,2750440.0,2.752,1.749,2749325.726,2.749,1000000
2007-10-25,0.513,-1114.274,-44086.0,-0.016,2706354.0,2.749,1.705,2705239.726,2.705,1000000
2007-10-26,0.564,-1114.274,227010.0,0.084,2933364.0,2.705,1.932,2932249.726,2.932,1000000
2007-10-29,0.571,-1114.274,44086.0,0.015,2977450.0,2.932,1.976,2976335.726,2.976,1000000
2007-10-30,0.568,-1114.274,-9870.0,-0.003,2967580.0,2.976,1.966,2966465.726,2.966,1000000
2007-10-31,0.609,-1114.274,194110.0,0.065,3161690.0,2.966,2.161,3160575.726,3.161,1000000
2007-11-01,0.596,-1114.274,-55930.0,-0.018,3105760.0,3.161,2.105,3104645.726,3.105,1000000
2007-11-02,0.571,-1114.274,-112518.0,-0.036,2993242.0,3.105,1.992,2992127.726,2.992,1000000
2007-11-05,0.544,-1114.274,-113834.0,-0.038,2879408.0,2.992,1.878,2878293.726,2.878,1000000
2007-11-06,0.539,-1114.274,-20398.0,-0.007,2859010.0,2.878,1.858,2857895.726,2.858,1000000
2007-11-07,0.554,2928283.302,70387.576,0.025,0.0,2.858,1.928,2928283.302,2.928,1000000
2007-11-08,0.553,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-11-09,0.552,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-11-12,0.55,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-11-13,0.549,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-11-14,0.548,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-11-15,0.548,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-11-16,0.547,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-11-19,0.545,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-11-20,0.544,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-11-21,0.543,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-11-22,0.542,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-11-23,0.542,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-11-26,0.539,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-11-27,0.539,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-11-28,0.538,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-11-29,0.537,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-11-30,0.537,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-12-03,0.534,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-12-04,0.534,2928283.302,0.0,0.0,0.0,2.928,1.928,2928283.302,2.928,1000000
2007-12-05,0.532,-1478.634,-2341.936,-0.001,2927420.0,2.928,1.926,2925941.366,2.926,1000000
2007-12-06,0.529,-1478.634,-12631.0,-0.004,2914789.0,2.926,1.913,2913310.366,2.913,1000000
2007-12-07,0.537,-1478.634,42351.0,0.015,2957140.0,2.913,1.956,2955661.366,2.956,1000000
2007-12-10,0.525,-1478.634,-50524.0,-0.017,2906616.0,2.956,1.905,2905137.366,2.905,1000000
2007-12-11,0.517,-1478.634,-31206.0,-0.011,2875410.0,2.905,1.874,2873931.366,2.874,1000000
2007-12-12,0.49,-1478.634,-127796.0,-0.044,2747614.0,2.874,1.746,2746135.366,2.746,1000000
2007-12-13,0.485,-1478.634,-21547.0,-0.008,2726067.0,2.746,1.725,2724588.366,2.725,1000000
2007-12-14,0.494,-1478.634,45323.0,0.017,2771390.0,2.725,1.77,2769911.366,2.77,1000000
2007-12-17,0.459,2618073.669,-151837.697,-0.055,0.0,2.77,1.618,2618073.669,2.618,1000000
2007-12-18,0.458,2618073.669,0.0,0.0,0.0,2.618,1.618,2618073.669,2.618,1000000
2007-12-19,0.458,2618073.669,0.0,0.0,0.0,2.618,1.618,2618073.669,2.618,1000000
2007-12-20,0.457,2618073.669,0.0,0.0,0.0,2.618,1.618,2618073.669,2.618,1000000
2007-12-21,0.457,2618073.669,0.0,0.0,0.0,2.618,1.618,2618073.669,2.618,1000000
2007-12-24,0.454,-1860.603,-2094.272,-0.001,2617840.0,2.618,1.616,2615979.397,2.616,1000000
2007-12-25,0.454,-1860.603,0.0,0.0,2617840.0,2.616,1.616,2615979.397,2.616,1000000
2007-12-26,0.448,-1860.603,-24080.0,-0.009,2593760.0,2.616,1.592,2591899.397,2.592,1000000
2007-12-27,0.467,-1860.603,89440.0,0.035,2683200.0,2.592,1.681,2681339.397,2.681,1000000
2007-12-28,0.46,-1860.603,-27520.0,-0.01,2655680.0,2.681,1.654,2653819.397,2.654,1000000
2008-01-02,0.448,-1860.603,-42656.0,-0.016,2613024.0,2.654,1.611,2611163.397,2.611,1000000
2008-01-03,0.438,-1860.603,-43344.0,-0.017,2569680.0,2.611,1.568,2567819.397,2.568,1000000
2008-01-04,0.453,-1860.603,70176.0,0.027,2639856.0,2.568,1.638,2637995.397,2.638,1000000
2008-01-07,0.463,-1860.603,55040.0,0.021,2694896.0,2.638,1.693,2693035.397,2.693,1000000
2008-01-08,0.479,-1860.603,83936.0,0.031,2778832.0,2.693,1.777,2776971.397,2.777,1000000
2008-01-09,0.489,-1860.603,49536.0,0.018,2828368.0,2.777,1.827,2826507.397,2.827,1000000
2008-01-10,0.5,-1860.603,57792.0,0.02,2886160.0,2.827,1.884,2884299.397,2.884,1000000
2008-01-11,0.528,-1860.603,146544.0,0.051,3032704.0,2.884,2.031,3030843.397,3.031,1000000
2008-01-14,0.517,-1860.603,-43344.0,-0.014,2989360.0,3.031,1.987,2987499.397,2.987,1000000
2008-01-15,0.498,-1860.603,-97696.0,-0.033,2891664.0,2.987,1.89,2889803.397,2.89,1000000
2008-01-16,0.466,-1860.603,-153424.0,-0.053,2738240.0,2.89,1.736,2736379.397,2.736,1000000
2008-01-17,0.481,-1860.603,75680.0,0.028,2813920.0,2.736,1.812,2812059.397,2.812,1000000
2008-01-18,0.48,-1860.603,0.0,0.0,2813920.0,2.812,1.812,2812059.397,2.812,1000000
2008-01-21,0.434,2594098.245,-217961.152,-0.078,0.0,2.812,1.594,2594098.245,2.594,1000000
2008-01-22,0.434,2594098.245,0.0,0.0,0.0,2.594,1.594,2594098.245,2.594,1000000
2008-01-23,0.433,2594098.245,0.0,0.0,0.0,2.594,1.594,2594098.245,2.594,1000000
2008-01-24,0.433,2594098.245,0.0,0.0,0.0,2.594,1.594,2594098.245,2.594,1000000
2008-01-25,0.432,2594098.245,0.0,0.0,0.0,2.594,1.594,2594098.245,2.594,1000000
2008-01-28,0.43,2594098.245,0.0,0.0,0.0,2.594,1.594,2594098.245,2.594,1000000
2008-01-29,0.43,2594098.245,0.0,0.0,0.0,2.594,1.594,2594098.245,2.594,1000000
2008-01-30,0.429,2594098.245,0.0,0.0,0.0,2.594,1.594,2594098.245,2.594,1000000
2008-01-31,0.429,2594098.245,0.0,0.0,0.0,2.594,1.594,2594098.245,2.594,1000000
2008-02-01,0.428,2594098.245,0.0,0.0,0.0,2.594,1.594,2594098.245,2.594,1000000
2008-02-04,0.427,2594098.245,0.0,0.0,0.0,2.594,1.594,2594098.245,2.594,1000000
2008-02-05,0.426,2594098.245,0.0,0.0,0.0,2.594,1.594,2594098.245,2.594,1000000
2008-02-13,0.422,2594098.245,0.0,0.0,0.0,2.594,1.594,2594098.245,2.594,1000000
2008-02-14,0.422,2594098.245,0.0,0.0,0.0,2.594,1.594,2594098.245,2.594,1000000
2008-02-15,0.421,2594098.245,0.0,0.0,0.0,2.594,1.594,2594098.245,2.594,1000000
2008-02-18,0.419,1235.613,-2072.632,-0.001,2590790.0,2.594,1.592,2592025.613,2.592,1000000
2008-02-19,0.43,1235.613,56090.0,0.022,2646880.0,2.592,1.648,2648115.613,2.648,1000000
2008-02-20,0.393,2466879.451,-181236.162,-0.068,0.0,2.648,1.467,2466879.451,2.467,1000000
2008-02-21,0.392,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-02-22,0.392,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-02-25,0.39,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-02-26,0.39,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-02-27,0.389,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-02-28,0.389,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-02-29,0.389,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-03-03,0.387,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-03-04,0.387,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-03-05,0.386,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-03-06,0.386,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-03-07,0.385,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-03-10,0.384,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-03-11,0.384,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-03-12,0.383,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-03-13,0.383,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-03-14,0.382,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-03-17,0.381,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-03-18,0.381,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-03-19,0.38,2466879.451,0.0,0.0,0.0,2.467,1.467,2466879.451,2.467,1000000
2008-03-20,0.379,-92.549,-1972.0,-0.001,2465000.0,2.467,1.465,2464907.451,2.465,1000000
2008-03-21,0.367,-92.549,-56950.0,-0.023,2408050.0,2.465,1.408,2407957.451,2.408,1000000
2008-03-24,0.334,-92.549,-154700.0,-0.064,2253350.0,2.408,1.253,2253257.451,2.253,1000000
2008-03-25,0.351,-92.549,83300.0,0.037,2336650.0,2.253,1.337,2336557.451,2.337,1000000
2008-03-26,0.358,-92.549,34850.0,0.015,2371500.0,2.337,1.371,2371407.451,2.371,1000000
2008-03-27,0.351,-92.549,-33150.0,-0.014,2338350.0,2.371,1.338,2338257.451,2.338,1000000
2008-03-28,0.377,-92.549,130050.0,0.056,2468400.0,2.338,1.468,2468307.451,2.468,1000000
2008-03-31,0.361,-92.549,-71400.0,-0.029,2397000.0,2.468,1.397,2396907.451,2.397,1000000
2008-04-01,0.356,-92.549,-24650.0,-0.01,2372350.0,2.397,1.372,2372257.451,2.372,1000000
2008-04-02,0.372,-92.549,84150.0,0.035,2456500.0,2.372,1.456,2456407.451,2.456,1000000
2008-04-03,0.378,-92.549,30600.0,0.012,2487100.0,2.456,1.487,2487007.451,2.487,1000000
2008-04-07,0.388,-92.549,62900.0,0.025,2550000.0,2.487,1.55,2549907.451,2.55,1000000
2008-04-08,0.382,-92.549,-28050.0,-0.011,2521950.0,2.55,1.522,2521857.451,2.522,1000000
2008-04-09,0.35,-92.549,-164900.0,-0.065,2357050.0,2.522,1.357,2356957.451,2.357,1000000
2008-04-10,0.355,-92.549,27200.0,0.012,2384250.0,2.357,1.384,2384157.451,2.384,1000000
2008-04-11,0.362,-92.549,38250.0,0.016,2422500.0,2.384,1.422,2422407.451,2.422,1000000
2008-04-14,0.312,-92.549,-242250.0,-0.1,2180250.0,2.422,1.18,2180157.451,2.18,1000000
2008-04-15,0.309,2171990.651,-8166.8,-0.004,0.0,2.18,1.172,2171990.651,2.172,1000000
2008-04-16,0.309,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-04-17,0.309,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-04-18,0.308,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-04-21,0.307,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-04-22,0.307,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-04-23,0.307,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-04-24,0.306,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-04-25,0.306,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-04-28,0.305,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-04-29,0.305,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-04-30,0.305,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-05,0.303,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-06,0.303,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-07,0.302,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-08,0.302,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-09,0.302,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-12,0.301,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-13,0.3,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-14,0.3,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-15,0.3,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-16,0.299,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-19,0.298,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-20,0.298,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-21,0.298,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-22,0.298,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-23,0.297,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-26,0.296,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-27,0.296,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-28,0.296,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-29,0.295,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-05-30,0.295,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-02,0.294,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-03,0.294,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-04,0.294,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-05,0.293,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-06,0.293,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-10,0.292,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-11,0.291,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-12,0.291,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-13,0.291,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-16,0.29,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-17,0.29,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-18,0.289,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-19,0.289,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-20,0.289,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-23,0.288,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-24,0.288,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-25,0.287,2171990.651,0.0,0.0,0.0,2.172,1.172,2171990.651,2.172,1000000
2008-06-26,0.287,-545.989,-1736.64,-0.001,2170800.0,2.172,1.17,2170254.011,2.17,1000000
2008-06-27,0.243,-545.989,-217080.0,-0.1,1953720.0,2.17,0.953,1953174.011,1.953,1000000
2008-06-30,0.24,-545.989,-11055.0,-0.006,1942665.0,1.953,0.942,1942119.011,1.942,1000000
2008-07-01,0.228,-545.989,-58290.0,-0.03,1884375.0,1.942,0.884,1883829.011,1.884,1000000
2008-07-02,0.226,-545.989,-5025.0,-0.003,1879350.0,1.884,0.879,1878804.011,1.879,1000000
2008-07-03,0.232,-545.989,26130.0,0.014,1905480.0,1.879,0.905,1904934.011,1.905,1000000
2008-07-04,0.233,-545.989,7035.0,0.004,1912515.0,1.905,0.912,1911969.011,1.912,1000000
2008-07-07,0.259,-545.989,133665.0,0.07,2046180.0,1.912,1.046,2045634.011,2.046,1000000
2008-07-08,0.255,-545.989,-18090.0,-0.009,2028090.0,2.046,1.028,2027544.011,2.028,1000000
2008-07-09,0.277,-545.989,111555.0,0.055,2139645.0,2.028,1.139,2139099.011,2.139,1000000
2008-07-10,0.276,-545.989,-4020.0,-0.002,2135625.0,2.139,1.135,2135079.011,2.135,1000000
2008-07-11,0.269,-545.989,-35175.0,-0.016,2100450.0,2.135,1.1,2099904.011,2.1,1000000
2008-07-14,0.273,-545.989,25125.0,0.012,2125575.0,2.1,1.125,2125029.011,2.125,1000000
2008-07-15,0.247,-545.989,-130650.0,-0.061,1994925.0,2.125,0.994,1994379.011,1.994,1000000
2008-07-16,0.225,-545.989,-105525.0,-0.053,1889400.0,1.994,0.889,1888854.011,1.889,1000000
2008-07-17,0.222,-545.989,-15075.0,-0.008,1874325.0,1.889,0.874,1873779.011,1.874,1000000
2008-07-18,0.237,-545.989,74370.0,0.04,1948695.0,1.874,0.948,1948149.011,1.948,1000000
2008-07-21,0.246,-545.989,50250.0,0.026,1998945.0,1.948,0.998,1998399.011,1.998,1000000
2008-07-22,0.247,-545.989,5025.0,0.003,2003970.0,1.998,1.003,2003424.011,2.003,1000000
2008-07-23,0.243,-545.989,-19095.0,-0.01,1984875.0,2.003,0.984,1984329.011,1.984,1000000
2008-07-24,0.264,-545.989,105525.0,0.053,2090400.0,1.984,1.09,2089854.011,2.09,1000000
2008-07-25,0.269,-545.989,28140.0,0.013,2118540.0,2.09,1.118,2117994.011,2.118,1000000
2008-07-28,0.281,-545.989,72360.0,0.034,2190900.0,2.118,1.19,2190354.011,2.19,1000000
2008-07-29,0.271,-545.989,-55275.0,-0.025,2135625.0,2.19,1.135,2135079.011,2.135,1000000
2008-07-30,0.276,-545.989,28140.0,0.013,2163765.0,2.135,1.163,2163219.011,2.163,1000000
2008-07-31,0.262,-545.989,-73365.0,-0.034,2090400.0,2.163,1.09,2089854.011,2.09,1000000
2008-08-01,0.282,-545.989,108540.0,0.052,2198940.0,2.09,1.198,2198394.011,2.198,1000000
2008-08-04,0.273,-545.989,-43215.0,-0.02,2155725.0,2.198,1.155,2155179.011,2.155,1000000
2008-08-05,0.264,-545.989,-45225.0,-0.021,2110500.0,2.155,1.11,2109954.011,2.11,1000000
2008-08-06,0.261,-545.989,-15075.0,-0.007,2095425.0,2.11,1.095,2094879.011,2.095,1000000
2008-08-07,0.263,-545.989,10050.0,0.005,2105475.0,2.095,1.105,2104929.011,2.105,1000000
2008-08-08,0.244,-545.989,-95475.0,-0.045,2010000.0,2.105,1.009,2009454.011,2.009,1000000
2008-08-11,0.229,1935612.641,-73841.37,-0.037,0.0,2.009,0.936,1935612.641,1.936,1000000
2008-08-12,0.229,1935612.641,0.0,0.0,0.0,1.936,0.936,1935612.641,1.936,1000000
2008-08-13,0.229,1935612.641,0.0,0.0,0.0,1.936,0.936,1935612.641,1.936,1000000
2008-08-14,0.229,1935612.641,0.0,0.0,0.0,1.936,0.936,1935612.641,1.936,1000000
2008-08-15,0.228,1935612.641,0.0,0.0,0.0,1.936,0.936,1935612.641,1.936,1000000
2008-08-18,0.228,1935612.641,0.0,0.0,0.0,1.936,0.936,1935612.641,1.936,1000000
2008-08-19,0.227,1935612.641,0.0,0.0,0.0,1.936,0.936,1935612.641,1.936,1000000
2008-08-20,0.227,1935612.641,0.0,0.0,0.0,1.936,0.936,1935612.641,1.936,1000000
2008-08-21,0.227,-31.636,-1547.278,-0.001,1934097.0,1.936,0.934,1934065.364,1.934,1000000
2008-08-22,0.221,-31.636,-29667.0,-0.015,1904430.0,1.934,0.904,1904398.364,1.904,1000000
2008-08-25,0.225,-31.636,22968.0,0.012,1927398.0,1.904,0.927,1927366.364,1.927,1000000
2008-08-26,0.222,-31.636,-12441.0,-0.006,1914957.0,1.927,0.915,1914925.364,1.915,1000000
2008-08-27,0.221,-31.636,-4785.0,-0.002,1910172.0,1.915,0.91,1910140.364,1.91,1000000
2008-08-28,0.223,-31.636,10527.0,0.006,1920699.0,1.91,0.921,1920667.364,1.921,1000000
2008-08-29,0.225,-31.636,12441.0,0.006,1933140.0,1.921,0.933,1933108.364,1.933,1000000
2008-09-01,0.201,-31.636,-118668.0,-0.061,1814472.0,1.933,0.814,1814440.364,1.814,1000000
2008-09-02,0.195,1787292.379,-27147.985,-0.015,0.0,1.814,0.787,1787292.379,1.787,1000000
2008-09-03,0.195,1787292.379,0.0,0.0,0.0,1.787,0.787,1787292.379,1.787,1000000
2008-09-04,0.195,1787292.379,0.0,0.0,0.0,1.787,0.787,1787292.379,1.787,1000000
2008-09-05,0.194,1787292.379,0.0,0.0,0.0,1.787,0.787,1787292.379,1.787,1000000
2008-09-08,0.194,1787292.379,0.0,0.0,0.0,1.787,0.787,1787292.379,1.787,1000000
2008-09-09,0.194,1787292.379,0.0,0.0,0.0,1.787,0.787,1787292.379,1.787,1000000
2008-09-10,0.194,1787292.379,0.0,0.0,0.0,1.787,0.787,1787292.379,1.787,1000000
2008-09-11,0.193,1787292.379,0.0,0.0,0.0,1.787,0.787,1787292.379,1.787,1000000
2008-09-12,0.193,1787292.379,0.0,0.0,0.0,1.787,0.787,1787292.379,1.787,1000000
2008-09-16,0.192,1787292.379,0.0,0.0,0.0,1.787,0.787,1787292.379,1.787,1000000
2008-09-17,0.192,1787292.379,0.0,0.0,0.0,1.787,0.787,1787292.379,1.787,1000000
2008-09-18,0.192,1787292.379,0.0,0.0,0.0,1.787,0.787,1787292.379,1.787,1000000
2008-09-19,0.192,1787292.379,0.0,0.0,0.0,1.787,0.787,1787292.379,1.787,1000000
2008-09-22,0.191,1787292.379,0.0,0.0,0.0,1.787,0.787,1787292.379,1.787,1000000
2008-09-23,0.191,1787292.379,0.0,0.0,0.0,1.787,0.787,1787292.379,1.787,1000000
2008-09-24,0.191,1787292.379,0.0,0.0,0.0,1.787,0.787,1787292.379,1.787,1000000
2008-09-25,0.191,1787292.379,0.0,0.0,0.0,1.787,0.787,1787292.379,1.787,1000000
2008-09-26,0.19,-945.067,-1429.446,-0.001,1786808.0,1.787,0.786,1785862.933,1.786,1000000
2008-10-06,0.162,1652952.549,-132910.384,-0.074,0.0,1.786,0.653,1652952.549,1.653,1000000
2008-10-07,0.162,1652952.549,0.0,0.0,0.0,1.653,0.653,1652952.549,1.653,1000000
2008-10-08,0.161,1652952.549,0.0,0.0,0.0,1.653,0.653,1652952.549,1.653,1000000
2008-10-09,0.161,1652952.549,0.0,0.0,0.0,1.653,0.653,1652952.549,1.653,1000000
2008-10-10,0.161,1652952.549,0.0,0.0,0.0,1.653,0.653,1652952.549,1.653,1000000
2008-10-13,0.161,1652952.549,0.0,0.0,0.0,1.653,0.653,1652952.549,1.653,1000000
2008-10-14,0.161,1652952.549,0.0,0.0,0.0,1.653,0.653,1652952.549,1.653,1000000
2008-10-15,0.16,1652952.549,0.0,0.0,0.0,1.653,0.653,1652952.549,1.653,1000000
2008-10-16,0.16,1652952.549,0.0,0.0,0.0,1.653,0.653,1652952.549,1.653,1000000
2008-10-17,0.16,-859.443,-1321.992,-0.001,1652490.0,1.653,0.652,1651630.557,1.652,1000000
2008-10-20,0.177,-859.443,87108.0,0.053,1739598.0,1.652,0.739,1738738.557,1.739,1000000
2008-10-21,0.169,-859.443,-38430.0,-0.022,1701168.0,1.739,0.7,1700308.557,1.7,1000000
2008-10-22,0.166,-859.443,-16653.0,-0.01,1684515.0,1.7,0.684,1683655.557,1.684,1000000
2008-10-23,0.149,-859.443,-78141.0,-0.046,1606374.0,1.684,0.606,1605514.557,1.606,1000000
2008-10-24,0.135,-859.443,-65331.0,-0.041,1541043.0,1.606,0.54,1540183.557,1.54,1000000
2008-10-27,0.101,-859.443,-153720.0,-0.1,1387323.0,1.54,0.386,1386463.557,1.386,1000000
2008-10-28,0.12,-859.443,84546.0,0.061,1471869.0,1.386,0.471,1471009.557,1.471,1000000
2008-10-29,0.106,-859.443,-60207.0,-0.041,1411662.0,1.471,0.411,1410802.557,1.411,1000000
2008-10-30,0.114,-859.443,37149.0,0.026,1448811.0,1.411,0.448,1447951.557,1.448,1000000
2008-10-31,0.022,3431.907,-372322.65,-0.257,1072197.0,1.448,0.076,1075628.907,1.076,1000000
2008-11-03,0.023,3431.907,3843.0,0.004,1076040.0,1.076,0.079,1079471.907,1.079,1000000
2008-11-04,0.021,86.907,-6410.0,-0.006,1072975.0,1.079,0.073,1073061.907,1.073,1000000
2008-11-05,0.038,86.907,64250.0,0.06,1137225.0,1.073,0.137,1137311.907,1.137,1000000
2008-11-06,0.024,86.907,-53970.0,-0.047,1083255.0,1.137,0.083,1083341.907,1.083,1000000
2008-11-07,0.036,86.907,46260.0,0.043,1129515.0,1.083,0.13,1129601.907,1.13,1000000
2008-11-10,0.064,86.907,110510.0,0.098,1240025.0,1.13,0.24,1240111.907,1.24,1000000
2008-11-11,0.06,86.907,-16705.0,-0.013,1223320.0,1.24,0.223,1223406.907,1.223,1000000
2008-11-12,0.068,86.907,33410.0,0.027,1256730.0,1.223,0.257,1256816.907,1.257,1000000
2008-11-13,0.084,86.907,64250.0,0.051,1320980.0,1.257,0.321,1321066.907,1.321,1000000
